testcase_id,testcase_title,testcase_description,test_steps,expected_results,preconditions
430021,05.16-R1_BuSc (311713) - Create a Mirror Part using Daimler Truck AddOns in NX,Objectives: To Create a Mirror part using Daimler Truck Addons in NX Group & Role: Group: TT / DTNA / TE / MBS / BUS / CTT Role: PDM-Author Object Type/s: Part / Assembly Design Revision Geometry Revision Test Data: Pre-conditions: User Should have access to PLATON User Should have access to NX User Should have required role/group access Expected Results: Assembly structure should be opened successfully in NX. User must be able to create the Mirror Part successfully in NX.,"Additional important information: NOTE: Snaps are attached just for reference, they do not resemble any specific test data Login to NX managed mode with valid credentials Goup: TT / DTNA / TE / MBS / BUS / CTT Role: PDM Author NX login is successful In Home tab, a. Click on New Item button b. Select Template as Assembly (PLATON) from Modeling tab c. In Name & Attributes Section, double click on ID d. Provide required Name & Description in Name & Attributes Section by double clicking in the Value field e. then click OK button f. Click on Cancel in Add Component window New dialogue is opened. Template is selected. ID & Revision is automatically assigned. Name & Description field is editable. Add Component window should open. Object is successfully created. Add New Geometry to above part In Assemblies tab, a. Click on New Component button b. Select Template as Geometry (PLATON) from Modeling tab c. In Name & Attributes Section, double click on ID d. Provide required Name & Description in Name & Attributes Section by double clicking in the Value field e. then click OK button f. Click on OK in New Component window New Component File dialogue is opened. Template is selected. ID & Revision is automatically assigned. Name & description field is editable. New Component window should open. Geometry object is successfully created under first child part from Assembly Structure. Create Block to Geometry revision: Select the Geometry revision and make this as a work part by performing RMB->Make work part. a. Navigate to Daimler Truck AddOns and Perform Design->Daimler Startpart Configurator.... b. Select Business-Unit as Truck and Configuration Name as Simple or General etc., as per requirement & click OK. c. Navigate to Home and Click on More->Block d. Provide inputs in the Block Parameter Selection Window & click on OK e. Go to Menu->Format->Reference set , Select Body as per requirement & then choose Model(""FINAL_PART"") as a reference set. f. Go to File-> Save -> Save All Geometry revision is successfully saved with Block. Create Hole to above Geometry revision: Select the Geometry revision and make this as a work part by performing RMB->Make work part. a. Navigate to Home and Click on More->Hole b. Select the any face from Block c. change the Hole Depth e.g. 100 & click on OK d. Go to File-> Save -> Save All Geometry revision is successfully updated with Hole. Create a Mirror Part without having symmetry: Select the Geometry revision and open this in new window by performing RMB->Open in Window. a. Go to Daimler Truck AddOns -> Design -> Create Exact Mirror Part b. Select Plane from Mirror Plan section & Click on OK c. Click on Save d. Click on OK Geometry revision is successfully opened in New Window. Create Exact Mirror Part dialogue is opened. Save Part pop-up is shown. Mirror Part is created & saved successfully. Select the Mirror part and see the properties by performing RMB-> Properties. In Part Attributes Section, verify below attribute MirrorPartType value as ExactMirror under Mirror Part Section Displayed Part Properties window is opened. Mirror Part section is visible under Part Attribute section in properties window. Optional: Remove Hole from Original Geometry a. Select the Original Geometry revision and open this in new window by performing RMB->Open in Window. b. Go to Part Navigator, Select Hole and RMB-> Delete Note: If user delete Hole from geometry & whenever user do changes on original part, then need to execute below step. Hole is Deleted from Original geometry. Go to Mirror part , a. Click on OK, b. Click on Up to Date, c. go to Assembly Navigator , Select Mirror Part & RMB-> WAVE -> Resolve Update Status d. Click on Save e. Click on OK Mirror part is updated. File ->Close -> All Parts All part closed from NX.",,
430100,05.16-R1_BuSc (311713) - Remove Symmetry values from relative transform attributes for sub parts / components using NX,Objectives: To Remove symmetry from absolute / relative transform attributes for sub parts / components inside Assembly Structure Group & Role: Group: TT / DTNA / TE / MBS / BUS / CTT Role: PDM-Author Object Type/s: Part / Assembly Design Revision Geometry Revision Test Data: Pre-conditions: User Should have access to PLATON User Should have access to NX User Should have required role/group access Expected Results: Assembly structure should be opened successfully in NX. User must be able to remove symmetry value from relative transform attributes for sub parts / components in NX User must be able to Modify the positioning of components in NX,"Additional important information: This Test Case is continuation of the Test Case 429987 NOTE: Snaps are attached just for reference, they do not resemble any specific test data Login to NX Managed mode with valid Username & Password User login to NX Managed mode is successful. Switch to Integrated Active Workspace in NX Goup: TT / DTNA / TE / MBS / BUS / CTT Role: PDM Author Integrated Active workspace is opened. Search & Open existing part assembly by using Global Search, Navigate to Content tab, Select Part / Assembly Design Revision, click on RMB -> Expand Below existing Part assembly is searched & opened successfully. Structure will be expanded. if Assembly is not empty with released status, then execute steps 6 & 7 otherwise ignore this steps. Select the parent of symmetry part from Assembly and Click on More Commands (3 dot)-> New->Revise Revise Panel will be displayed Part Number, Revision will be assigned by system and fill other allowed Details if needed. Click on Revise button to complete Revise action. New Part revision will be visible in the BoM View/Content tab. Open new revision of part assembly in NX by using Open in NX New Part revision is opened in NX Modelling application Go to Assembly Navigator , Deselect the top node of assembly & only Select the Part which has symmetry, only symmetry part is selected which needs to be remove. In Assemblies tab, a. Click on Add Component button b. Select the component/sub-part which needs to be remove symmetry from assembly c. Click on Point Dialog d. then Click on OK e Click on OK a. Add Component dialogue is opened. b. Symmetry component is selected. c. Point dialogue is opened. e. new component is added. Select the newly added component/sub-part, click on RMB -> Move... In Move Component panel, a. Select Motion as Dynamic & select symmetry component b. Click on OK Move Component dialogue is opened. newly added component is Moved nearby symmetry component. Select the newly added component/sub-part, click on RMB -> Move... In Move Component panel, a. Select Motion as By Constraints under Transform section, b. Select Distance under the Constraint Type section, c. Select Two Objects under Geometry to Constrain section, d. Click on OK Note: Select Two Objects means first select symmetry component then second select newly added component. Move Component dialogue is opened. newly added component and symmetry component both are in same position. Make sure Assembly is work part, Go to Daimler Truck AddOns -> Vehicle -> Change Location, In Change Location panel, a. Select Copy Transformation under Move Options section b. Select Object to be Moved as symmetry component c. Select Object to Copy From as newly added component d. Click on Apply Change Location dialogue is opened. a. Copy Transformation is selected. b. symmetry component is selected c. newly added component is selected. d. Symmetry is removed from previous component Select newly added component, Click on RMB -> Delete newly added component is deleted. Go to Assembly Navigator , Select the top node of assembly & activate the assembly Assembly is Activated. Go to File -> Save -> Save for saving the structure. Assembly structure is saved successfully. Switch back to Integrated Active Workspace in NX, and reload the page AWC is reloaded. verify Relative transform column & Has Reflection column for previous symmetry component. Relative transform column value is changed & Has Reflection column value is set as False.",,
430235,23 - SignOff - SendTo PLATON -> Stückliste - Verify Data in Stücklisten Report,🚩 Objective This Testcase is the Master to sign-off the GoLive Readiness of the SendTo - Stückliste 👥 Role 👾Object​ ✔/ ❌ / ➖ Previous Test case ✔/ ❌ / ➖ Test Data ​ 🛠 Preconditions ​ 👍​ Expected Results ...,"1. All Testcases of Testsuite executed: Test Plan 272396 Plant Interfaces - Test Plans
2. Compare all Data in Report ""Stückliste"" with PLATON","1. Report has been generated.
2. The data has been sent correctly to the Report",
430244,24 - SignOff - REST-API PLATON -> Cockpit - Verify Data in Cockpit,🚩 Objective This Testcase is the Master to sign-off the GoLive Readiness of the REST-API PLATON -> Cockpit 👥 Role 👾Object​ ✔/ ❌ / ➖ Previous Test case ✔/ ❌ / ➖ Test Data ​ 🛠 Preconditions ​ 👍​ Expected Results ...,"1. All Testcases of Testsuite executed: Test Plan 272396 Plant Interfaces - Test Plans
2. Compare all Data in cockpit with PLATON",2. The data has been sent correctly to Cockpit,
430249,28 - SignOff - Interface PLATON -> SWAX (ADX) - Verify Data in SWAX,🚩 Objective This Testcase is the Master to sign-off the GoLive Readiness of the Interface PLATON -> SWAX (ADX) 👥 Role 👾Object​ ✔/ ❌ / ➖ Previous Test case ✔/ ❌ / ➖ Test Data ​ 🛠 Preconditions ​ 👍​ Expected Results ...,"1. All Testcases of Testsuite executed: Test Plan 272396 Plant Interfaces - Test Plans
2. Compare all Data in SWAX with PLATON",2. The data has been sent correctly to SWAN,
430259,29 - SignOff - REST-API PLATON -> PEER/PREEVision - Verify Data in PREEVision,🚩 Objective This Testcase is the Master to sign-off the GoLive Readiness of the REST-API PLATON -> PEER/PREEVision 👥 Role 👾Object​ ✔/ ❌ / ➖ Previous Test case ✔/ ❌ / ➖ Test Data ​ 🛠 Preconditions ​ 👍​ Expected Results ...,"1. All Testcases of Testsuite executed: Test Plan 272396 Plant Interfaces - Test Plans
2. Compare all Data in PREEVIsion with PLATON",2. The data has been sent correctly to PREEVIsion,
430300,32a - SignOff - Deep-Link PLATON -> SAP 3D - Verify Data SAP,🚩 Objective This Testcase is the Master to sign-off the GoLive Readiness of the Deep-Link PLATON -> SAP 3D 👥 Role 👾Object​ ✔/ ❌ / ➖ Previous Test case ✔/ ❌ / ➖ Test Data ​ 🛠 Preconditions ​ 👍​ Expected Results ...,"1. All Testcases of Testsuite executed: Test Plan 272396 Plant Interfaces - Test Plans
2. Logon to SAP
3. Serach Material "" A6286470984
4. Click on Hyperlink on DT_PartNumber
5. Switch to ""3D"" View in PLATON and click on the Part in the structure view to make the 3D visible.","4. PLATON will be opened via Deeplink from SAP.
5. The 3D model will be shown in PLATON",
430357,SMA4U - 30.06_BuSc [185079]_Retrieve File Ticket URL,"🚩 Objective To Retrieve a File/Dataset attached to a Part revision in Platon using different search Queries in Postman Application with REST API. 👥 Role DBA 👾Object​ All Part revision (LPS, UPS, Plant) types Primary (UGMaster, UGPart) and Secondary Datasets 🛠 Preconditions Part number of Item revision should be available to fetch attributes information from Platon. Expected result: File URL will be generated based on the Input provided from Postman.","1. Launch Postman
2. Login Authorization tab Teamcenter
3. Navigate to Headers section, ""X-Trust-Path""
4. Select the POST list.
5. Enter Teamcenter Environment Base URL, Port ID with required Query to the right of HTTP methods (POST) section. Ex:
6. Navigate to Body Section, Raw JSON
7. Note: a) Based on Object UID with relation type and file type b) Based on Part number with relation type and file type c) Based on Part number with revision ID, relation type, and file type d) Based on Dataset UID with relation type and file type e) Based on List of file UIDs with relation type and file type
8. CASE1 Ex { ""item_data"": { ""p4d_part_number"": """", ""object_uid"": """", ""item_revision_id"": ""0001"", ""relation_type"": ""IMAN_specification"", ""file_type"": """" }, ""dataset_uid"": """", ""file_uid_list"": [ ""A0jdD$J75iS5oBAAAAAAAAAAAAA"", ""AwgdFIzR5SSWpAAAAAAAAAAAAAA"", ""AsidEJ3q5iS5oBAAAAAAAAAAAAA"" ] }
9. Click on Send Teamcenter.
10. Click on Ticket url","1. Postman
2. Authorization
3. Bearer token is added with respect to required Environment
4. POST
5. Teamcenter URL is added
6. Input Format is selected successfully
8. Input is provided successfully
9. A ""200 OK"" Example: Note
10. File will open successfully",
430362,SMA4U - 30.06_BuSc [185079]_Create New Revision (version) of Part in Teamcenter by using REST API,🚩 Objective To Create a New revision/version of a Part (Engineering/Released State) in Platon from Postman Application with REST API. 👥 Role DBA 👾Object​ Part revisions 🛠 Preconditions Part revision should be in Engineering/Release state to create a new revision in Platon. Expected result: Engineering/Released Part will have a new revision created in Platon on successful request.,"Open Postman and Paste the Teamcenter server URL in the URL tab Teamcenter URL pasted successfully Login with valid credentials in Authorization tab to establish a connection to Teamcenter. Navigate to Headers tab and Enter X-Trust-Path value to complete Authentication Authorization is completed successfully. Authentication is completed successfully Select the POST request in the query list to export Business object's from Teamcenter POST request is selected successfully Enter Teamcenter Environment Base URL, Port ID with required Query to the right of HTTP methods (POST) section. Ex : http://172.28.1.9:11301/pxml/items/revision Note : Teamcenter IP address with Port number of Respective Environment should be used Teamcenter URL with Query is added Navigate to Body Section, Select Raw and then format as JSON Input Format is selected successfully To Create a new version(Revision) of an Item, ""p4d_Part_Number, item_revision_id, User_id"" are mandatory inputs in input payload. Ex : { ""p4d_part_number"": ""A0000000014"", ""item_revision_id"": ""0001"", ""user_id"" : """" } Note: Part number of Item should be a valid one CASE1 : Enter a valid Part number of Item with Version (Revision) which is not in working state in the Input Payload Ex : { ""p4d_part_number"": ""A0453304803"", ""item_revision_id"": ""0001"", ""user_id"": ""sukbhos@tbdir.net"" } Input is provided successfully Click on Send to process the request to Teamcenter A ""200 OK"" status message will be displayed in the Body Section Example: { ""p4d_part_number"": ""A0453304803"", ""item_id"": ""257806"", ""item_type"": ""P4DDesignRevision"", ""object_name"": ""ZB TIE ROD"", ""p4d_object_name_translated"": ""SPURSTANGE"", ""p4d_change_number_dtna"": """", ""p4d_org_unit"": ""TE"", ""p4d_change_letter"": """", ""p4d_zgs_number"": """", ""p4d_hnumber"": """", ""item_revision_id"": ""0002"", ""p4d_superseded"": ""false"", ""p4d_change_number"": """", ""owning_user"": ""sukbhos@tbdir.net"", ""creation_date"": ""2025.10.01 07:54:00"", ""p4d_creator"": ""platon_interface"", ""original_creation_date"": ""2025.10.01 07:54:00"", ""last_mod_date"": ""2025.10.01 07:54:01"", ""owning_project"": """", ""p4d_mig_master_system"": """", ""release_state"": """", ""date_released"": """", ""unit_of_measure"": ""mm"", ""p4d_num_feature_ds"": ""10"", ""p4d_num_feature_dz"": ""12"", ""item_revision_uid"": ""AOshtOjYZXnPSBAAAAAAAAAAAAA"" } a) Login to Teamcenter with Valid credentials b) Click on Advanced Search c) Select search Query as ""DT_PART_NUMBER"", Enter Item ID provided above in the API and then click on Search Ex: Item ID = ""R0283783"" Item found successfully Verify the Revisions in the Results Tab of Item in Teamcenter A New version/revision will be visible in the results tab",,
430411,Derived | It is not allowed to Release a Component and Part / Assembly without a Derived File,,"Login to PLATON-NX with Valid Credentials Group: TE Role: PDM-Author Successful PLATON login Find and open Part / Assembly with Geometry and Drawing ready for Engineering Component is open in PLATON RMC to Part -> Submit to Workflow -> Set in Engineering Workflow -> Submit Both are Submitted Try to delete (cut) under Part / Assembly in File and Derived File all files. Its not possible to delete any of the files Revise both Part / Assembly and Geometry load them to NX, change something make a Docufy Check and Close all Parts and make a PLATON Validation Both are saved, UGMaster and JTs are updated, and Platon validation is successful. Copy the Part Number Part Number is copied Open a ECO with a Milestone ECO is open Under Affected Items Att to (ZGS) the PartNumber, change the Release Methode to Standard and the Change Type to N Part is added Open A9764300543 and try to delete (cut) the Derived File from Geometry Its not possible to delete (22.10.2025 its possible) RMC to Part and Geometry -> Submit to Workflow -> Set in Engineering Workflow -> Submit Its not possible to set in Engineering (22.10.2025 its possible) Switch back to ECO, Edit all required fields, and perform a PLATON validation PLATON Validation is not successful because of missing JT (22.10.2025 its successful) Try to Release the ECO -> Submit to Workflow -> ECO Release Workflow and start the Workflow in Safira Its not possible to release the Part because of the missing JT (22.10.2025 its possible)",,
434572,SMA4U - 30.06_BuSc [185079]_Assigning Project to ECO Revision and Part revisions,🚩 Objective The objective of this test case is to Assign an ECO revision & Flexible part to a project which is created through an Interface. To Edit & Modify required attributes & Participants for the Release Process 👥 Role Group: BUS/MBS/CTT/TE Role: PDM-Author 👾Object​ Engineering change object (ECO) Flexible part 🛠 Preconditions The Engineering Change Object (ECO) needs to be created in T.B Planner and transferred to PLATON. ECO should have valid Group Type for respective Release Workflows. The user needs to be a privileged member of the project to add an ECO to a Project. 👍​ Expected Results The ECO should get assigned to a project successfully provided the user is a privileged member of the project. Participants & Attributes should be updated as per the Respective Release Process. Flexible Parts should be assigned with a project successfully provided the user is a privileged member of the project.,"1. Pre-requisite: b) TT/TE - ECO with Time based milestones. Note: User should select ECO based on OU requirements
2. Login to Teamcenter Example: BUS/MBS/CTT/TE PDM-Author
3. Search for an ECO revision Global Search/Advanced search .
4. Open the ECO revision More Commands(...)->Manage->Projects primary toolbar.
5. a) All Projects where user is a member of Available section Project ""+"" save
6. Click on Participants tab navigational tabs
7. a) In Participants tab, ECO Supervisor section and Add work area section. Add
8. Search for Flexible Parts under OBT revision using Global Search/Advanced search .
9. Open the Flexible Part revision More Commands(...)->Manage->Projects primary toolbar.
10. a) All Projects where user is a member of Available section Project ""+"" save","2. User login will be successful
3. ECO Should be found successfully
4. Project Task Panel
5. Notification pops up ""The object is successfully added to the project""
6. Participant tab
7. a) Add Panel ECO Supervisor section.
8. Flexible Part revision Should be found successfully
9. Project Task Panel
10. Notification pops up ""The Part revision is successfully added to the project""",
434599,DM | Attach Dynamic LoVs to Tolerancing and General Tolerance1 attribute on Production Facility Design Revision,,"1. Login in AW as DBA
2. Create a new an existing Prod Fac Design Overview
3. Click the "" Edit Start Edit
4. In section "" Properties Tolerancing
5. In section "" Properties General Tolerance 1","1. User is logged in in AW an can start working
2. The Prod Fac Design Revision is opened in the ""Overview"" tab
3. The Prod Fac Design Revision
4. It should not be empty, some values should be visible
5. It should not be empty, some values should be visible",
434618,DM | Object Creation and structure mapping,,"Login in AW as PDM-Author in MBS Group User is logged in in AW an can start working Open your "" Newstuff "" folder Newstuff folder is open and it's content is visible Click the "" New "" button from the primary toolbar and select "" (+) Add "" A new ""Add"" task panel will be open on the right side Expand the object Type list of values You should NOT be able to see (create) Product Module Modular Group Usage Object Repeat the steps 2-4 as Data-Manager in MBS Group Among others you should be able to see (create) Product Modular Group Usage Object You should NOT be able to see (create) Module Repeat the steps 2-4 as PDM-Author in DICV Group Among others you should be able to see (create) Product Modular Group Usage Object You should NOT be able to see (create) Module Repeat the steps 2-4 as Data-Manager in DICV Group Among others you should be able to see (create) Product Module Usage Object You should NOT be able to see (create) Modular Group Repeat the steps 2-4 as PDM-Author in FUSO Group Among others you should be able to see (create) Product Modular Group Usage Object You should NOT be able to see (create) Module Repeat the steps 2-4 as Data-Manager in FUSO Group Among others you should be able to see (create) Product Module Usage Object You should NOT be able to see (create) Modular Group Repeat the steps 2-4 as PDM-Author in TE Group Among others you should be able to see (create) Product Modular Group Usage Object You should NOT be able to see (create) Module Repeat the steps 2-4 as Data-Manager in TE Group You should NOT be able to see (create) Product Module Modular Group Usage Object Repeat the steps 2-4 as PDM-Author in TT Group Among others you should be able to see (create) Product Modular Group Usage Object You should NOT be able to see (create) Module Repeat the steps 2-4 as Data-Manager in TT Group You should NOT be able to see (create) Product Module Modular Group Usage Object Repeat the steps 2-4 as PDM-Author in DTNA Group Among others you should be able to see (create) Product Modular Group Usage Object You should NOT be able to see (create) Module Repeat the steps 2-4 as Data-Manager in DTNA Group Among others you should be able to see (create) Product Usage Object You should NOT be able to see (create) Module Modular Group Repeat the steps 2-4 as PDM-Author in BUS Group You should NOT be able to see (create) Product Module Modular Group Usage Object Repeat the steps 2-4 as Data-Manager in BUS Group You should NOT be able to see (create) Product Module Modular Group Usage Object Repeat the steps 2-4 as PDM-Author in CTT Group Among others you should be able to see (create) Usage Object You should NOT be able to see (create) Product Module Modular Group Repeat the steps 2-4 as Data-Manager in CTT Group Among others you should be able to see (create) Usage Object You should NOT be able to see (create) Product Module Modular Group",,
434717,Regression test-Flashware(EE),"Verify FUSO ECO workflow from TB.Planner to to Safira to Tb.f for Flashware parts *Acceptance Criteria:* 1.ECO creation in TB.Planner 2.Check the ECO in Safira 3.Add Software and Hardware parts in safira, add the relation between them 4.Process the workflow in Safira 5.Release the ECO in Safira 6. View data in TBV *Prerequisite:* *Access to following applications:* 1.TB.Planner 2.Safira 3. TBV *Test Data* Change Type ECO :JAN # Hardware Apart Software/Diagnosis Apart","Select the Tab 'Overviews' > ECO Request -->New Request; Data: it directs to next sheet "" New Request page"" Fill the following values in each section and click on Next to navigate to other sections Group Type Category ICM Project Department EO type Nomenclature Change Type ECO Number Cause/Reason Remark Note:EO Number will be displayed based on EO type selection Data: Group Type :KR Category:FUSO ICM(optional) Project:select any project which is in status open Department:any value EO type:any value Note:EO Number will be displayed based on EO type selection Nomenclature: CTeT Testing Change Type:Change ECO Number:JAN# Cause/Reason: Test Remark: Test User should be able to input all field values successfully Select Save button and now select complete selected action button Data: Save is successful message displayed Select Create ECO and now select complete selected action button Data: ECO request created successfully Note the ECO # generated in ECO Nomenclature and Number section Data: ECO # generated and noted Launch Engineering Client(EC) from Desktop Data: EC launched successfully Launch Safira from Engineering client(either from home page or from safira icon from right corner) Data: Safira Launched successfully and user should be landed in ECO- Prio List Page Check Show all ECOS check box and click on Filter icon from ECO Priolist page and provide the ECO # and click enter Data: ECO #: ECO is displayed Click on Edit ECO button Data: ECO Cover page is displayed in ECO sheet tab Verify the following data in Safira cover page Nomenclature(From TB.Planner) Project Number(From TB.Planner) Change Request:(From TB.Planner if selected) Input Comments Designer text field and click on save button Data: Comments Designer : Test Following Details should be displayed Nomenclature Project Number Change Request User Should be able to provide Comments Designer and save is successful In Legal Requirement Not affected section check FUSO Trucks Emission ,Co2 and eDrive Data: User should be able to select the checkboxes Select Type approvals and regulations check box as No Data: User should be able to select the checkbox Click on Save and go to Further Actions button and select Activate tab Data: Activate tab displayed Check Flashware K9 tab check box and click ok Data: Flashware K9 operator tab displayed Click on Import Assistant button Data: Import Assistant pop up displays Provide the Hardware and S/w Apart data in this format e.g A0064484735;A0064484754 and click ok Data: Provided HW apart and S/w apart displayed in Predeceeser successor relation with Identical ECU Qualifier tab Verify whether CADDOK value is displayed Data: CADDOK value should be displayed To Provide the precessor/succecor realtion with ECU qualifier by checking check box 2/3/7 based on Apart data you have provided based on test data you fetched Note :If 2->HW part,3&7-->SW part/Diagnosis part) Data: User should be able to check the check boxes Go to Assignment and identical ECU qualifier section and provide the HW and its corresponsing software part manually in the list (i.e where the HW part and SW to belong that relation to be provided here ) Data: HW and its corresponding SW part shoud be provided Verify whether CADDOK value is displayed for HW & its corresponding parts Data: CADDOK value should be displayed Select the relation ship based on test data provided and select this check box [01/03MI/13MI] Data: User should be able to select the check box Now go to Dependencies/additional provision issues section and provide the HW and SW part details (e.g where this HW & SW part shoud be flased) Data: Provided HW apart and S/w apart displayed in P Dependencies/additional provision issues section tab Verify whether CADDOK value is displayed for HW & its corresponding parts Data: CADDOK value should be displayed Select the relation ship based on test data provided and select this check box [02M/03ME] Data: User should be able to select the check box Click on save button Data: Save should be successful Navigate to Cover page ,select save and select Change status > Complete Engineering Data: Validation EDS successful Note:Wait for few seconds for status change and keep refreshing ECO Status changed to Eco review Click on Show Tasks button from ECO Prio List screen Data: ECO status should be ECO Review Task list should have follwing tasks: ECO Review Verification (E4 Fuso) Verification (E3 Fuso) Release Archive Assign all the tasks to your name by Clicking on Link in Assigned to column Data: All tasks are assigned to user name successfully and click on close button Note: if you don't have access to any of the task assign it to tester colleague and complete Edit ECO sheet and complete all the assigned task until Complete Release (by selecting Change status--> TASK from eco prio list) Data: ECO Status should be in Released You can manually Archive by clicking on Change status-->Archive in ECO sheet screen or wait for 24 hours for ECO to get Auto archived Data: ECO Status should be Archived Launch TB.Viewer Application and validate flashware data sent from Safira Data: Data should be Visible in TB.Viewer",,
435011,Export Transfer Mode - 28_DT_SendToDMUControlling Via SendTo Application,,"1. Launch Active Workspace and log in with valid credentials.
2. Go to Explorer , Select Newstuff folder & Click Add option.
3. Select SendTo
4. Open SendTo, Search & add the released structure part number to attachment for which you have to apply TM.
5. Select field - Export option to select the desired transfer mode.e.g., ""28_DT_SendToDMUControlling"".
6. Initiate the SendTo
7. Validate the attributes in SMARGD plmxml file based on property set & closure rule.","1. Login successfully.
2. Launched Add panel to create objects.
3. Values added successfully.
4. Able to search & add part number into attachment of SendTo.
5. Able to view & select the desired transfer mode successfully.
6. Successfully generated zip file containing XML & converted SMARGD plmxml file.
7. Successfully map TC attributes with SMARGD attributes.",
435033,33 - SignOff - Interface PLATON NX BEMI - Verify Data in PLATON/NX,🚩 Objective This Testcase is the Master to sign-off the GoLive Readiness of the Deep-Link PLATON -> SAP 3D 👥 Role 👾Object​ ✔/ ❌ / ➖ Previous Test case ✔/ ❌ / ➖ Test Data ​ 🛠 Preconditions ​ 👍​ Expected Results ...,"1. All Testcases of Testsuite executed: Test Plan 272396 Plant Interfaces - Test Plans
2. Check data in NX and PLATON",2. BEMI data from local filesystem and PLATON are correct,
435066,Additional PDQ Check Rule Form validation,,"1. Login to the central test environment
2. Open Advanced Search
3. filter type field with ""PDQ Check Rule form"" owning user Ranjit Singh
4. Click Search
5. Validate additional PD Check Rule form ""DT_LiteComply_TIF_COMMON"" requested","1. Login successful.
2. Advanced Search window is displayed.
3. Filters are applied correctly.
4. List of PDQ Check Rule Forms owned by Ranjit Singh is displayed.
5. DT_LiteComply_TIF_COMMON is available",
435148,Add new technical Code (consider link to video snippet in comment field),"WHY: Generation of NEW codes for product items to assure consistent contents and automatized configurations, NOT for editing existing codes. WHAT: Create and assign codes to new ... HOW: NOTE THIS IS JUST A DRAFT FOR ILLUSTRATIVE PURPOSES! WHO: WITH WHEN:",1. Add new technical codes (Reference to BuSc's 04.01 to 04.06) Create new technical code Modify/add general feasibility rule in configurator dictionary (BuSc 04.05) Add new code to Configurator Context (Advanced Reuse function) Create new code usage in configurator context - Invalid code usage Modify existing code usage (BuSc 04.06) -,1. Role: Data Manager ( Authoring),
435149,Release technical codes,,"1. Release of general feasibility rule Release of new Code usage Release of invalid code usage
4. create a new Baumuster Product
5. create a new workset ( 150%) and add it to the Product - part of PIP",,
435500,Substitute: If one STD is set to Yes in identified Group and TW has a value,,"SMARAGD STEPS: Launch SMARAGD in Engineering Client PLATON STEPS: Launch Platon AWC URL in Microsoft Edge browser. Login with valid credentials Group: Role: PDM-Author Project: SMARAGD home page launched successfully Platon Home page launched successfully. SMARAGD STEPS: Search for any Part/Assembly , open and expand it in a new browser (ex: A0001531082). Click on View menu and select configure columns and search add the columns ""STD"",""WW"" and ""TW"". PLATON STEPS: Search for the same Object by typing the part number in the search bar. Open the part in the new tab. Click on Table setting -> click on arrange-> In available columns search for "" STD "", "" Optional "", "" Optional TW "", "" Substitute "", "" Occurrence Type "" and move it to displayed columns and click on Save and Arrange, Right click on the parent-> select show Substitute Components. Part/Assembly opened and "" STD "","" WW "" and "" TW "" are added in the columns. The same object is opened and "" STD "", "" Optional "", "" Optional TW "" , "" Substitute "", "" Occurrence Type "" are added in the columns. SMARAGD STEPS: If one value for STD is set to yes in a Identified Group and TW and WW are not null, And other STD are blank Note: 1. I dentified group consists of all the parts with the same WW value. PLATON: Then in Platon, STD value will set to No for all other STD which is blank.",,
435536,Flex Parts | Flex Part inherits Date & Milestone from OBT when set to Engineering,,"1. Login to PLATON with Valid Credentials
2. Open a Part / Assembly in working status
3. Create a Flex Part
4. Attach the OBT to an ECO
5. Perform Platon Validation and make sure that the part is ready to be set to 'Engineering'
6. Set the OBT to 'Engineering'
7. Set the Flex Part to 'Engineering'","1. Successful PLATON login
2. A Part / Assembly (OBT) is open
3. Flex Part is created
4. The OBT is now attached to the ECO
5. Platon Validations on the OBT completed successfully
6. OBT is set to Engineering and gets effectivity from the Milestone attached to ECO
7. Flex Part is set to Engineering and inherits Date & Milestone from OBT",
435538,Flex Parts | Flex Part can be set to Engineering independent of the OBT Status,,"1. Login to PLATON with Valid Credentials
2. Open an OBT in Status 'Working'
3. Create a Flex Part from the above OBT
4. Set the Flex Part to Engineering
5. Set the same OBT to 'Frozen'
6. Create Flex Part from the OBT in 'Frozen' Status
7. Set the Flex Part created in the above step to 'Engineering'
8. Revise the above OBT and set to 'Engineering'
9. Create a Flex Part from the above OBT in 'Engineering' Status
10. Set the Flex Part created in above step to 'Engineering'","1. Successful PLATON login
2. An OBT is opened in status 'Working'
3. A Flex Part is created
4. Flex Part set to 'Engineering' when OBT is in 'Working' Status
5. The OBT is set to 'Frozen'
6. Flex Part created from OBT in 'Frozen' Status
7. Flex Part is set to 'Engineering' when the OBT is in 'Frozen' Status
8. Platon Validation successfully performed and OBT set to 'Engineering'
9. Flex Part created successfully
10. The Flex part is set to 'Engineering' from an OBT in 'Engineering' Status",
435539,Flex Parts | Flex Part created from OBT (in Engineering) has Status 'Working',,"1. Login to PLATON with Valid Credentials
2. Open / Create an OBT in Status 'Engineering'
3. Create a Flex Part from the above OBT","1. Successful PLATON login
2. An OBT is open / created in Status Engineering
3. Flex Part created successfully. This newly created flex part should be in status 'Working' and should not be in any other status",
